id,nome,siglaPartido,siglaUf,idLegislatura,email,sexo,username
73433,ARLINDO CHINAGLIA,PT,SP,56,dep.arlindochinaglia@camara.leg.br,M,achinaglia
141391,ARNALDO JARDIM,CIDADANIA,SP,56,dep.arnaldojardim@camara.leg.br,M,ArnaldoJardim
204414,AROLDO MARTINS,REPUBLICANOS,PR,56,dep.aroldomartins@camara.leg.br,M,aroldomartins
160541,ARTHUR LIRA,PP,AL,56,dep.arthurlira@camara.leg.br,M,ArthurLira_
160600,ARTHUR OLIVEIRA MAIA,DEM,BA,56,dep.arthuroliveiramaia@camara.leg.br,M,DepArthurMaia
159237,ASSIS CARVALHO,PT,PI,56,dep.assiscarvalho@camara.leg.br,M,assis_carvalho
74090,ÁTILA LINS,PP,AM,56,dep.atilalins@camara.leg.br,M,NA
74459,ÁTILA LIRA,PSB,PI,56,dep.atilalira@camara.leg.br,M,deputadoatila
160665,AUGUSTO COUTINHO,SOLIDARIEDADE,PE,56,dep.augustocoutinho@camara.leg.br,M,dep_acoutinho
204509,ÁUREA CAROLINA,PSOL,MG,56,dep.aureacarolina@camara.leg.br,F,aureacarolinax
160512,AUREO RIBEIRO,SOLIDARIEDADE,RJ,56,dep.aureoribeiro@camara.leg.br,M,AureoRibeiroRJ
69871,BACELAR,PODE,BA,56,dep.bacelar@camara.leg.br,M,DeputadoBacelar
178975,BALEIA ROSSI,MDB,SP,56,dep.baleiarossi@camara.leg.br,M,Baleia_Rossi
73701,BENEDITA DA SILVA,PT,RJ,56,dep.beneditadasilva@camara.leg.br,F,dasilvabenedita
109429,BENES LEOCÁDIO,REPUBLICANOS,RN,56,dep.benesleocadio@camara.leg.br,M,benesleocadiorn
141335,BETO FARO,PT,PA,56,dep.betofaro@camara.leg.br,M,BetoFaroPT
204358,BETO PEREIRA,PSDB,MS,56,dep.betopereira@camara.leg.br,M,betopereirams
178948,BETO ROSADO,PP,RN,56,dep.betorosado@camara.leg.br,M,BetoRosado
207176,BIA CAVASSA,PSDB,MS,56,dep.biacavassa@camara.leg.br,F,BiaCavassa
204374,BIA KICIS,PSL,DF,56,dep.biakicis@camara.leg.br,F,Biakicis
204388,BIBO NUNES,PSL,RS,56,dep.bibonunes@camara.leg.br,M,bibonunes1
141513,BILAC PINTO,DEM,MG,56,dep.bilacpinto@camara.leg.br,M,bilac_pinto
204561,BIRA DO PINDARÉ,PSB,MA,56,dep.biradopindare@camara.leg.br,M,BiradoPindare
204397,BOCA ABERTA,PROS,PR,56,dep.bocaaberta@camara.leg.br,M,BocaAbertaOf
160538,BOHN GASS,PT,RS,56,dep.bohngass@camara.leg.br,M,BohnGass
74052,BOSCO COSTA,PL,SE,56,dep.boscocosta@camara.leg.br,M,BoscoCosta_SE
204551,BOSCO SARAIVA,SOLIDARIEDADE,AM,56,dep.boscosaraiva@camara.leg.br,M,boscosaraiva
160589,BRUNA FURLAN,PSDB,SP,56,dep.brunafurlan@camara.leg.br,F,DepBrunaFurlan
93083,CACÁ LEÃO,PP,BA,56,dep.cacaleao@camara.leg.br,M,CacaLeao
204352,CAMILO CAPIBERIBE,PSB,AP,56,dep.camilocapiberibe@camara.leg.br,M,CamiloPSB
204572,CAPITÃO ALBERTO NETO,REPUBLICANOS,AM,56,dep.capitaoalbertoneto@camara.leg.br,M,capalbertoneto
178829,CAPITÃO AUGUSTO,PL,SP,56,dep.capitaoaugusto@camara.leg.br,M,deputadocapitao
204487,CAPITÃO WAGNER,PROS,CE,56,dep.capitaowagner@camara.leg.br,M,capitao_wagner
204507,CARLA ZAMBELLI,PSL,SP,56,dep.carlazambelli@camara.leg.br,F,CarlaZambelli17
141401,CARLOS BEZERRA,MDB,MT,56,dep.carlosbezerra@camara.leg.br,M,CarlosBezerraJr
204361,CARLOS CHIODINI,MDB,SC,56,dep.carloschiodini@camara.leg.br,M,carloschiodini
178962,CARLOS GOMES,REPUBLICANOS,RS,56,dep.carlosgomes@camara.leg.br,M,carlosgomesdep
178993,CARLOS HENRIQUE GAGUIM,DEM,TO,56,dep.carloshenriquegaguim@camara.leg.br,M,Carlos_Gaguim
204460,CARLOS JORDY,PSL,RJ,56,dep.carlosjordy@camara.leg.br,M,carlosjordy
74262,CARLOS SAMPAIO,PSDB,SP,56,dep.carlossampaio@camara.leg.br,M,carlossampaio_
204426,CARLOS VERAS,PT,PE,56,dep.carlosveras@camara.leg.br,M,carlosveraspt
141398,CARLOS ZARATTINI,PT,SP,56,dep.carloszarattini@camara.leg.br,M,CarlosZarattini
164360,CARMEN ZANOTTO,CIDADANIA,SC,56,dep.carmenzanotto@camara.leg.br,F,ImprensaZanotto
204369,CAROLINE DE TONI,PSL,SC,56,dep.carolinedetoni@camara.leg.br,F,CarolDeToni
204499,CÁSSIO ANDRADE,PSB,PA,56,dep.cassioandrade@camara.leg.br,M,Cassio_4011
204380,CELINA LEÃO,PP,DF,56,dep.celinaleao@camara.leg.br,F,celinaleao
204370,CÉLIO MOURA,PT,TO,56,dep.celiomoura@camara.leg.br,M,CelioMouraTO
178876,CÉLIO SILVEIRA,PSDB,GO,56,dep.celiosilveira@camara.leg.br,M,csilveira4599
204488,CÉLIO STUDART,PV,CE,56,dep.celiostudart@camara.leg.br,M,CelioStudart
141405,CELSO MALDANER,MDB,SC,56,dep.celsomaldaner@camara.leg.br,M,maldaner_celso
73441,CELSO RUSSOMANNO,REPUBLICANOS,SP,56,dep.celsorussomanno@camara.leg.br,M,celsorussomanno
204496,CELSO SABINO,PSDB,PA,56,dep.celsosabino@camara.leg.br,M,depcelsosabino
204504,CEZINHA DE MADUREIRA,PSD,SP,56,dep.cezinhademadureira@camara.leg.br,M,Czmadureira
205476,CHARLES FERNANDES,PSD,BA,56,dep.charlesfernandes@camara.leg.br,M,CharlesGbi
204490,CHARLLES EVANGELISTA,PSL,MG,56,dep.charllesevangelista@camara.leg.br,M,charllesevg
141439,CHICO D'ANGELO,PDT,RJ,56,dep.chicodangelo@camara.leg.br,M,chico_dangelo
204476,CHIQUINHO BRAZÃO,AVANTE,RJ,56,dep.chiquinhobrazao@camara.leg.br,M,BrazaoChiquinho
204462,CHRIS TONIETTO,PSL,RJ,56,dep.christonietto@camara.leg.br,F,ChrisTonietto17
178928,CHRISTIANE DE SOUZA YARED,PL,PR,56,dep.christianedesouzayared@camara.leg.br,F,ChristianeYared
204440,CHRISTINO AUREO,PP,RJ,56,dep.christinoaureo@camara.leg.br,M,christinoaureo
178939,CLARISSA GAROTINHO,PROS,RJ,56,dep.clarissagarotinho@camara.leg.br,F,dep_clarissa
74537,CLAUDIO CAJADO,PP,BA,56,dep.claudiocajado@camara.leg.br,M,deputadocajado
141408,CLEBER VERDE,REPUBLICANOS,MA,56,dep.cleberverde@camara.leg.br,M,CleberVerde10
204376,CORONEL ARMANDO,PSL,SC,56,dep.coronelarmando@camara.leg.br,M,dep_cel_armando
204378,CORONEL CHRISÓSTOMO,PSL,RO,56,dep.coronelchrisostomo@camara.leg.br,M,NA
204514,CORONEL TADEU,PSL,SP,56,dep.coroneltadeu@camara.leg.br,M,CoronelTadeu
135054,CRISTIANO VALE,PL,PA,56,dep.cristianovale@camara.leg.br,M,NA
204355,DA VITORIA,CIDADANIA,ES,56,dep.davitoria@camara.leg.br,M,depdavitoria
141411,DAGOBERTO NOGUEIRA,PDT,MS,56,dep.dagobertonogueira@camara.leg.br,M,dagobertopdt
74467,DAMIÃO FELICIANO,PDT,PB,56,dep.damiaofeliciano@camara.leg.br,M,Drdamiaof
74060,DANIEL ALMEIDA,PCdoB,BA,56,dep.danielalmeida@camara.leg.br,M,Daniel_PCdoB
178916,DANIEL COELHO,CIDADANIA,PE,56,dep.danielcoelho@camara.leg.br,M,DanielCoelho23
204367,DANIEL FREITAS,PSL,SC,56,dep.danielfreitas@camara.leg.br,M,DFDanielFreitas
204454,DANIEL SILVEIRA,PSL,RJ,56,dep.danielsilveira@camara.leg.br,M,DanielPMERJ
204409,DANIEL TRZECIAK,PSDB,RS,56,dep.danieltrzeciak@camara.leg.br,M,TrzeciakDaniel
204459,DANIELA DO WAGUINHO,MDB,RJ,56,dep.danieladowaguinho@camara.leg.br,F,DanielaWaguinho
160528,DANILO CABRAL,PSB,PE,56,dep.danilocabral@camara.leg.br,M,danilocabral__
160552,DANRLEI DE DEUS HINTERHOLZ,PSD,RS,56,dep.danrleidedeushinterholz@camara.leg.br,M,NA
116379,DARCI DE MATOS,PSD,SC,56,dep.darcidematos@camara.leg.br,M,depdarcidematos
73891,DARCÍSIO PERONDI,MDB,RS,56,dep.darcisioperondi@camara.leg.br,M,darcisioperondi
205548,DAVID MIRANDA,PSOL,RJ,56,dep.davidmiranda@camara.leg.br,M,davidmirandario
204511,DAVID SOARES,DEM,SP,56,dep.davidsoares@camara.leg.br,M,davidbrsoares
204451,DELEGADO ANTÔNIO FURTADO,PSL,RJ,56,dep.delegadoantoniofurtado@camara.leg.br,M,DelegadoFurtado
178908,DELEGADO ÉDER MAURO,PSD,PA,56,dep.delegadoedermauro@camara.leg.br,M,EderMauroPA
204512,DELEGADO MARCELO FREITAS,PSL,MG,56,dep.delegadomarcelofreitas@camara.leg.br,M,DelegadoFreitas
204569,DELEGADO PABLO,PSL,AM,56,dep.delegadopablo@camara.leg.br,M,DelegadoPablo_
164359,DELEGADO WALDIR,PSL,GO,56,dep.delegadowaldir@camara.leg.br,M,delegado_waldir
204542,DENIS BEZERRA,PSB,CE,56,dep.denisbezerra@camara.leg.br,M,denisbezerra
160588,DIEGO ANDRADE,PSD,MG,56,dep.diegoandrade@camara.leg.br,M,diegoandrade_mg
178929,DIEGO GARCIA,PODE,PR,56,dep.diegogarcia@camara.leg.br,M,diegogarciapr
160599,DIMAS FABIANO,PP,MG,56,dep.dimasfabiano@camara.leg.br,M,depdimasfabiano
143632,DOMINGOS NETO,PSD,CE,56,dep.domingosneto@camara.leg.br,M,Domingos_Neto
160758,DOMINGOS SÁVIO,PSDB,MG,56,dep.domingossavio@camara.leg.br,M,DomingosSavioMG
204518,DR. FREDERICO,PATRIOTA,MG,56,dep.dr.frederico@camara.leg.br,M,DrFredericoMG
204481,DR. JAZIEL,PL,CE,56,dep.dr.jaziel@camara.leg.br,M,NA
204439,DR. LEONARDO,SOLIDARIEDADE,MT,56,dep.dr.leonardo@camara.leg.br,M,DrLeonardomt
204450,DR. LUIZ ANTONIO TEIXEIRA JR.,PP,RJ,56,dep.dr.luizantonioteixeirajr@camara.leg.br,M,drluizantoniojr
204351,DR. LUIZ OVANDO,PSL,MS,56,dep.dr.luizovando@camara.leg.br,M,NA
204412,DR. ZACHARIAS CALIL,DEM,GO,56,dep.dr.zachariascalil@camara.leg.br,M,zachariascalil
81297,DRA. SORAYA MANATO,PSL,ES,56,dep.dra.sorayamanato@camara.leg.br,F,DraManato
204434,DRA. VANDA MILANI,SOLIDARIEDADE,AC,56,dep.dra.vandamilani@camara.leg.br,F,Vandamilani1
178994,DULCE MIRANDA,MDB,TO,56,dep.dulcemiranda@camara.leg.br,F,dulcemiranda_to
204562,EDILÁZIO JÚNIOR,PSD,MA,56,dep.edilaziojunior@camara.leg.br,M,DepEdilazioJr
141417,EDIO LOPES,PL,RR,56,dep.ediolopes@camara.leg.br,M,ediolopes
134812,EDMILSON RODRIGUES,PSOL,PA,56,dep.edmilsonrodrigues@camara.leg.br,M,EdmilsonPSOL
204421,EDNA HENRIQUE,PSDB,PB,56,dep.ednahenrique@camara.leg.br,F,NA
74655,EDUARDO BARBOSA,PSDB,MG,56,dep.eduardobarbosa@camara.leg.br,M,eduardobarbosa_
204541,EDUARDO BISMARCK,PDT,CE,56,dep.eduardobismarck@camara.leg.br,M,eduardobismarck
92346,EDUARDO BOLSONARO,PSL,SP,56,dep.eduardobolsonaro@camara.leg.br,M,BolsonaroSP
204552,EDUARDO BRAIDE,PMN,MA,56,dep.eduardobraide@camara.leg.br,M,SouEduardo33
204500,EDUARDO COSTA,PTB,PA,56,dep.eduardocosta@camara.leg.br,M,dep_eduardo
178977,EDUARDO CURY,PSDB,SP,56,dep.eduardocury@camara.leg.br,M,Eduardo_Cury
141421,EDUARDO DA FONTE,PP,PE,56,dep.eduardodafonte@camara.leg.br,M,eduardodafonte
141422,EFRAIM FILHO,DEM,PB,56,dep.efraimfilho@camara.leg.br,M,efraimfilho
74075,ELCIONE BARBALHO,MDB,PA,56,dep.elcionebarbalho@camara.leg.br,F,elcionepmdb
204364,ELI BORGES,SOLIDARIEDADE,TO,56,dep.eliborges@camara.leg.br,M,elidiasborges
160532,ELI CORRÊA FILHO,DEM,SP,56,dep.elicorreafilho@camara.leg.br,M,NA
204389,ELIAS VAZ,PSB,GO,56,dep.eliasvaz@camara.leg.br,M,EliasVazGyn
178854,ELMAR NASCIMENTO,DEM,BA,56,dep.elmarnascimento@camara.leg.br,M,deputadoelmar
198783,EMANUEL PINHEIRO NETO,PTB,MT,56,dep.emanuelpinheironeto@camara.leg.br,M,emanuelzinhomt
161550,EMIDINHO MADEIRA,PSB,MG,56,dep.emidinhomadeira@camara.leg.br,M,NA
207309,ENÉIAS REIS,PSL,MG,56,dep.eneiasreis@camara.leg.br,M,DepEneiasReis
132504,ENIO VERRI,PT,PR,56,dep.enioverri@camara.leg.br,M,enioverri
204537,ENRICO MISASI,PV,SP,56,dep.enricomisasi@camara.leg.br,M,enricomisasi
160575,ERIKA KOKAY,PT,DF,56,dep.erikakokay@camara.leg.br,F,erikakokay
160640,EROS BIONDINI,PROS,MG,56,dep.erosbiondini@camara.leg.br,M,erosbiondini
204482,EUCLYDES PETTERSEN,PSC,MG,56,dep.euclydespettersen@camara.leg.br,M,EuclydesPetter
178871,EVAIR VIEIRA DE MELO,PP,ES,56,dep.evairvieirademelo@camara.leg.br,M,EvairdeMelo
178930,EVANDRO ROMAN,PSD,PR,56,dep.evandroroman@camara.leg.br,M,roman_evandro
178953,EXPEDITO NETTO,PSD,RO,56,dep.expeditonetto@camara.leg.br,M,netto_expedito
141428,FÁBIO FARIA,PSD,RN,56,dep.fabiofaria@camara.leg.br,M,fabiofaria5555
68720,FÁBIO HENRIQUE,PDT,SE,56,dep.fabiohenrique@camara.leg.br,M,FabioHenriqueSE
178969,FÁBIO MITIDIERI,PSD,SE,56,dep.fabiomitidieri@camara.leg.br,M,depfmitidieri
141427,FÁBIO RAMALHO,MDB,MG,56,dep.fabioramalho@camara.leg.br,M,_FabinhoRamalho
171623,FABIO REIS,MDB,SE,56,dep.fabioreis@camara.leg.br,M,fabioreis1515
204368,FABIO SCHIOCHET,PSL,SC,56,dep.fabioschiochet@camara.leg.br,M,deputadofabiosc
160587,FÁBIO TRAD,PSD,MS,56,dep.fabiotrad@camara.leg.br,M,f_trad
66828,FAUSTO PINATO,PP,SP,56,dep.faustopinato@camara.leg.br,M,Fausto_Pinato
204477,FELÍCIO LATERÇA,PSL,RJ,56,dep.feliciolaterca@camara.leg.br,M,NA
72442,FELIPE CARRERAS,PSB,PE,56,dep.felipecarreras@camara.leg.br,M,felipecarreras
204398,FELIPE FRANCISCHINI,PSL,PR,56,dep.felipefrancischini@camara.leg.br,M,FFrancischini_
204371,FELIPE RIGONI,PSB,ES,56,dep.feliperigoni@camara.leg.br,M,rigoni_felipe
160666,FÉLIX MENDONÇA JÚNIOR,PDT,BA,56,dep.felixmendoncajunior@camara.leg.br,M,FelixMendoncaJr
204407,FERNANDA MELCHIONNA,PSOL,RS,56,dep.fernandamelchionna@camara.leg.br,F,fernandapsol
141431,FERNANDO COELHO FILHO,DEM,PE,56,dep.fernandocoelhofilho@camara.leg.br,M,FBCFilho
92699,FERNANDO MONTEIRO,PP,PE,56,dep.fernandomonteiro@camara.leg.br,M,fmonteiroPE
204427,FERNANDO RODOLFO,PL,PE,56,dep.fernandorodolfo@camara.leg.br,M,fernandorodolfo
204411,FILIPE BARROS,PSL,PR,56,dep.filipebarros@camara.leg.br,M,filipebarrost
204354,FLÁVIA ARRUDA,PL,DF,56,dep.flaviaarruda@camara.leg.br,F,NA
160598,FLÁVIA MORAIS,PDT,GO,56,dep.flaviamorais@camara.leg.br,F,depflaviamorais
141434,FLAVIANO MELO,MDB,AC,56,dep.flavianomelo@camara.leg.br,M,Flaviano_Melo
191923,FLAVIO NOGUEIRA,PDT,PI,56,dep.flavionogueira@camara.leg.br,M,flavionoguera
204447,FLORDELIS,PSD,RJ,56,dep.flordelis@camara.leg.br,F,Flordelismk
204392,FRANCISCO JR.,PSD,GO,56,dep.franciscojr@camara.leg.br,M,franciscojr_go
204510,FRANCO CARTAFINA,PP,MG,56,dep.francocartafina@camara.leg.br,M,FrancoCartafina
204494,FRED COSTA,PATRIOTA,MG,56,dep.fredcosta@camara.leg.br,M,FredCosta5133
204393,FREI ANASTACIO RIBEIRO,PT,PB,56,dep.freianastacioribeiro@camara.leg.br,M,freianastaciopt
74200,GASTÃO VIEIRA,PROS,MA,56,dep.gastaovieira@camara.leg.br,M,gastaodvieira
115746,GELSON AZEVEDO,PL,RJ,56,dep.gelsonazevedo@camara.leg.br,M,NA
160669,GENECIAS NORONHA,SOLIDARIEDADE,CE,56,dep.geneciasnoronha@camara.leg.br,M,DepGenecias
204473,GENERAL GIRÃO,PSL,RN,56,dep.generalgirao@camara.leg.br,M,GeneralGirao
204484,GENERAL PETERNELLI,PSL,SP,56,dep.generalpeternelli@camara.leg.br,M,GenPeternelli
204527,GENINHO ZULIANI,DEM,SP,56,dep.geninhozuliani@camara.leg.br,M,geninhozuliani
178966,GEOVANIA DE SÁ,PSDB,SC,56,dep.geovaniadesa@camara.leg.br,F,geovaniadesa
204394,GERVÁSIO MAIA,PSB,PB,56,dep.gervasiomaia@camara.leg.br,M,gervasiomaia
74383,GIACOBO,PL,PR,56,dep.giacobo@camara.leg.br,M,fernandogiacobo
204575,GIL CUTRIM,PDT,MA,56,dep.gilcutrim@camara.leg.br,M,gilcutrim
204491,GILBERTO ABRAMO,REPUBLICANOS,MG,56,dep.gilbertoabramo@camara.leg.br,M,gilbertoabramo
74270,GILBERTO NASCIMENTO,PSC,SP,56,dep.gilbertonascimento@camara.leg.br,M,GilbertoPSC20
204365,GILSON MARQUES,NOVO,SC,56,dep.gilsonmarques@camara.leg.br,M,gilsonmarques30
160673,GIOVANI CHERINI,PL,RS,56,dep.giovanicherini@camara.leg.br,M,giovanicherini
178996,GIOVANI FELTES,MDB,RS,56,dep.giovanifeltes@camara.leg.br,M,GiovaniFeltes
152605,GLAUBER BRAGA,PSOL,RJ,56,dep.glauberbraga@camara.leg.br,M,Glauber_Braga
204419,GLAUSTIN FOKUS,PSC,GO,56,dep.glaustinfokus@camara.leg.br,M,glaustinfokus
107283,GLEISI HOFFMANN,PT,PR,56,dep.gleisihoffmann@camara.leg.br,F,gleisi
74419,GONZAGA PATRIOTA,PSB,PE,56,dep.gonzagapatriota@camara.leg.br,M,NA
198197,GREYCE ELIAS,AVANTE,MG,56,dep.greyceelias@camara.leg.br,F,NA
204513,GUIGA PEIXOTO,PSL,SP,56,dep.guigapeixoto@camara.leg.br,M,zeguilherme_10
204531,GUILHERME DERRITE,PP,SP,56,dep.guilhermederrite@camara.leg.br,M,capitaoderrite
204442,GURGEL,PSL,RJ,56,dep.gurgel@camara.leg.br,M,GurgelSoares
73460,GUSTAVO FRUET,PDT,PR,56,dep.gustavofruet@camara.leg.br,M,gustavofruet
204408,GUSTINHO RIBEIRO,SOLIDARIEDADE,SE,56,dep.gustinhoribeiro@camara.leg.br,M,GustinhoRibeiro
204456,GUTEMBERG REIS,MDB,RJ,56,dep.gutembergreis@camara.leg.br,M,guth_reis
204465,HAROLDO CATHEDRAL,PSD,RR,56,dep.haroldocathedral@camara.leg.br,M,deputadoharoldo
204548,HEITOR FREIRE,PSL,CE,56,dep.heitorfreire@camara.leg.br,M,HeitorFreireCE
178964,HEITOR SCHUCH,PSB,RS,56,dep.heitorschuch@camara.leg.br,M,HeitorSchuch
178873,HELDER SALOMÃO,PT,ES,56,dep.heldersalomao@camara.leg.br,M,heldersalomao
204373,HÉLIO COSTA,REPUBLICANOS,SC,56,dep.heliocosta@camara.leg.br,M,heliocosta15
178909,HÉLIO LEITE,DEM,PA,56,dep.helioleite@camara.leg.br,M,h_leite
204444,HELIO LOPES,PSL,RJ,56,dep.heliolopes@camara.leg.br,M,depheliolopes
73482,HENRIQUE FONTANA,PT,RS,56,dep.henriquefontana@camara.leg.br,M,HenriqueFontana
204539,HERCÍLIO COELHO DINIZ,MDB,MG,56,dep.herciliocoelhodiniz@camara.leg.br,M,NA
178981,HERCULANO PASSOS,MDB,SP,56,dep.herculanopassos@camara.leg.br,M,herculanopassos
73772,HERMES PARCIANELLO,MDB,PR,56,dep.hermesparcianello@camara.leg.br,M,parcianello
178884,HILDO ROCHA,MDB,MA,56,dep.hildorocha@camara.leg.br,M,hildorocha1513
178959,HIRAN GONÇALVES,PP,RR,56,dep.hirangoncalves@camara.leg.br,M,deputadohiran
141450,HUGO LEAL,PSD,RJ,56,dep.hugoleal@camara.leg.br,M,dephugoleal
160674,HUGO MOTTA,REPUBLICANOS,PB,56,dep.hugomotta@camara.leg.br,M,HugoMottaPB
204533,IDILVAN ALENCAR,PDT,CE,56,dep.idilvanalencar@camara.leg.br,M,IdilvanAlencar
204564,IGOR KANNÁRIO,PHS,BA,56,dep.igorkannario@camara.leg.br,M,Igor_Kannario
204508,IGOR TIMO,PODE,MG,56,dep.igortimo@camara.leg.br,M,oficialigortimo
67138,IRACEMA PORTELLA,PP,PI,56,dep.iracemaportella@camara.leg.br,F,iracemaportela
204436,ISNALDO BULHÕES JR.,MDB,AL,56,dep.isnaldobulhoesjr@camara.leg.br,M,bulhoesjr
73531,IVAN VALENTE,PSOL,SP,56,dep.ivanvalente@camara.leg.br,M,IvanValente
74848,JANDIRA FEGHALI,PCdoB,RJ,56,dep.jandirafeghali@camara.leg.br,F,jandira_feghali
108338,JAQUELINE CASSOL,PP,RO,56,dep.jaquelinecassol@camara.leg.br,F,jqcassol
74273,JEFFERSON CAMPOS,PSB,SP,56,dep.jeffersoncampos@camara.leg.br,M,DepJefferson
160570,JERÔNIMO GOERGEN,PP,RS,56,dep.jeronimogoergen@camara.leg.br,M,jeronimogoergen
178839,JÉSSICA SALES,MDB,AC,56,dep.jessicasales@camara.leg.br,F,NA
204435,JESUS SÉRGIO,PDT,AC,56,dep.jesussergio@camara.leg.br,M,jesussergioac
178842,JHC,PSB,AL,56,dep.jhc@camara.leg.br,M,JHC_40
160531,JHONATAN DE JESUS,REPUBLICANOS,RR,56,dep.jhonatandejesus@camara.leg.br,M,jhonatan_djesus
74366,JOÃO CAMPOS,REPUBLICANOS,GO,56,dep.joaocampos@camara.leg.br,M,joaocamposdep
141458,JOÃO CARLOS BACELAR,PL,BA,56,dep.joaocarlosbacelar@camara.leg.br,M,deputadobacelar
178970,JOÃO DANIEL,PT,SE,56,dep.joaodaniel@camara.leg.br,M,depjoaodanielpt
204429,JOÃO H. CAMPOS,PSB,PE,56,dep.joaohcampos@camara.leg.br,M,NA
141459,JOÃO MAIA,PL,RN,56,dep.joaomaia@camara.leg.br,M,depjoaomaia
112437,JOÃO MARCELO SOUZA,MDB,MA,56,dep.joaomarcelosouza@camara.leg.br,M,NA
204576,JOÃO ROMA,REPUBLICANOS,BA,56,dep.joaoroma@camara.leg.br,M,joaoromaneto
